"","name","player_id","year","pa","avg","obp","slg","ops","iso","woba","home_run","k_pct+","bb_pct+","xba+","xslg+","xwoba+","xwobacon+","barrel_rate+","hard_hit_pct+","z_sw_miss_pct+","oz_sw_pct+","oz_sw_miss_pct+","hr_rate+","probC1","probC2","probC3","probC4","probC5","probC6","probC7","probC8","Cluster","maxProb","PlayerYear"
"1396","Wendle, Joey",621563,2021,501,0.265,0.319,0.422,0.741,0.157,0.317,11,101.23,63.06,95.95,84.89,88.31,88.72,54.51,87.05,88.03,118.64,97.26,64.36,0.002,0.267,0.606,0,0.115,0,0,0.01,3,0.606,"Joey Wendle 2021"
"1397","Wendle, Joey",621563,2022,371,0.259,0.297,0.36,0.657,0.101,0.289,3,61.12,48.89,103.34,84.2,88.64,80.73,21.66,93.08,58.14,135.86,66.05,27.69,0,0.001,0.393,0,0.606,0,0,0,5,0.606,"Joey Wendle 2022"
"1398","Wendle, Joey",621563,2023,318,0.212,0.248,0.306,0.554,0.094,0.242,2,94.01,47.46,93.3,78.08,81.51,81.64,40.23,98.56,86.11,116.45,99.45,19.36,0,0.335,0.365,0,0.297,0,0,0.002,3,0.365,"Joey Wendle 2023"
"1399","Wiemer Jr., Joey",686894,2023,410,0.204,0.283,0.362,0.645,0.158,0.284,13,126.09,101.86,83.69,88.62,89.57,93.23,107.67,97.81,144.09,101.46,120.21,97.58,0.015,0.857,0.013,0,0,0.029,0,0.086,2,0.857,"Joey Wiemer Jr. 2023"
"1400","Camargo, Johan",622666,2017,256,0.299,0.331,0.452,0.783,0.153,0.33,4,95.34,53.63,103.97,92.64,91.44,94.34,70.37,103.8,96.95,103.02,104.33,45.33,0.024,0.111,0.794,0,0.031,0,0.002,0.038,3,0.794,"Johan Camargo 2017"
"1401","Camargo, Johan",622666,2018,524,0.272,0.349,0.457,0.806,0.185,0.346,19,96.11,111.65,95.92,90.96,96.01,92.03,70.38,92.12,122.89,116.04,91.28,115.64,0.075,0.224,0.516,0,0.015,0.001,0.003,0.167,3,0.516,"Johan Camargo 2018"
"1402","Camargo, Johan",622666,2019,248,0.233,0.279,0.384,0.663,0.151,0.279,7,78.61,68.75,98.85,83.19,87.03,83.2,47.34,83.8,92.72,130.02,97.74,74.35,0.001,0.112,0.676,0,0.208,0,0,0.003,3,0.676,"Johan Camargo 2019"
"1403","Hicks, John",543308,2018,312,0.26,0.312,0.403,0.715,0.143,0.311,9,125.5,81.72,89.85,89.5,88.19,95.25,81.64,94.31,149.61,136.88,123.01,91.99,0.02,0.927,0.035,0,0,0.006,0,0.012,2,0.927,"John Hicks 2018"
"1404","Hicks, John",543308,2019,333,0.21,0.24,0.379,0.619,0.169,0.259,13,148.58,44.69,79.79,80.21,75.99,90.73,84.45,79.29,153.95,159.41,121.1,102.84,0,0.998,0.002,0,0,0,0,0,2,0.998,"John Hicks 2019"
"1405","Jaso, John",444379,2015,216,0.286,0.38,0.459,0.839,0.173,0.364,5,92.28,165.5,116.6,125.7,125.03,121.95,167.66,112.13,102.36,77.37,123.57,83.26,0.239,0,0,0.579,0,0.003,0.142,0.037,4,0.579,"John Jaso 2015"
"1406","Jaso, John",444379,2016,432,0.268,0.353,0.413,0.766,0.145,0.335,8,83.97,124.04,103.51,94.9,103.34,95.17,74.64,90.5,72.24,58.74,102.04,58.25,0.011,0.01,0.207,0,0.024,0,0.081,0.667,8,0.667,"John Jaso 2016"
"1407","Jaso, John",444379,2017,302,0.211,0.328,0.402,0.73,0.191,0.317,10,104.92,150.63,90.58,98.98,102.21,96.73,118.29,88.14,117.04,72.08,110.96,96.07,0.033,0.036,0.016,0,0,0.01,0.003,0.902,8,0.902,"John Jaso 2017"
"1408","Murphy, John Ryan",571974,2018,223,0.202,0.244,0.375,0.619,0.173,0.265,9,148.36,56.4,75.69,88.77,80.37,95.52,140.75,85.83,123.49,110.29,116.91,128.71,0.003,0.978,0.004,0,0,0.01,0,0.005,2,0.978,"John Ryan Murphy 2018"
"1409","Field, Johnny",608654,2018,233,0.222,0.254,0.403,0.657,0.181,0.281,9,144.16,34.53,75.28,76.58,74.12,86.4,74.6,83.37,142.48,94.84,137.66,123.19,0,0.999,0,0,0,0,0,0,2,0.999,"Johnny Field 2018"
"1410","Giavotella, Johnny",543213,2015,502,0.272,0.318,0.375,0.693,0.103,0.303,4,60.16,81.48,103.42,84.05,92.11,82.67,17.65,57.09,60.49,89.65,79.44,28.66,0,0.002,0.119,0,0.879,0,0,0.001,5,0.879,"Johnny Giavotella 2015"
"1411","Giavotella, Johnny",543213,2016,367,0.26,0.287,0.376,0.663,0.116,0.285,6,52.05,41.75,110.62,87.71,91.82,84.69,24.37,62.03,51.33,96.97,102.3,51.42,0,0.002,0.367,0,0.631,0,0,0,5,0.631,"Johnny Giavotella 2016"
"1412","Berti, Jon",542932,2019,287,0.273,0.348,0.406,0.754,0.133,0.326,6,115.41,96.25,102.42,86.63,96.83,98.53,48.62,100.78,109.05,75.38,101.84,55.07,0.027,0.191,0.282,0,0.015,0.001,0.004,0.481,8,0.481,"Jon Berti 2019"
"1413","Berti, Jon",542932,2021,271,0.21,0.311,0.313,0.624,0.103,0.282,4,100.78,132.88,93.93,77.5,93.25,86.36,27.25,96.36,82.98,78.86,97.26,43.27,0.001,0.253,0.258,0,0.216,0,0.001,0.272,8,0.272,"Jon Berti 2021"
"1414","Berti, Jon",542932,2022,404,0.24,0.324,0.338,0.662,0.098,0.298,4,99.6,127.12,97.55,91.07,98.27,94.18,75.16,95.14,97.29,76.12,114.52,33.9,0.013,0.128,0.157,0,0.013,0,0.004,0.685,8,0.685,"Jon Berti 2022"
"1415","Berti, Jon",542932,2023,424,0.294,0.344,0.405,0.749,0.111,0.325,7,81.09,78.71,112.52,98.44,100.41,97.44,55.61,78.29,70.61,74.61,109.37,50.81,0.012,0.01,0.741,0,0.071,0,0.051,0.115,3,0.741,"Jon Berti 2023"
"1416","Jay, Jon",445055,2015,245,0.21,0.306,0.257,0.563,0.047,0.253,1,74.95,99.3,95.83,77.06,91.48,79.65,30,84.75,52.51,109.41,72.75,14.68,0,0.006,0.168,0,0.825,0,0,0.001,5,0.825,"Jon Jay 2015"
"1417","Jay, Jon",445055,2016,374,0.291,0.339,0.389,0.728,0.098,0.318,2,102.63,60.83,101.14,81.96,89.33,89.26,16.76,65.41,86.81,112.61,103.87,16.82,0,0.179,0.421,0,0.397,0,0,0.003,3,0.421,"Jon Jay 2016"
"1418","Jay, Jon",445055,2017,433,0.296,0.374,0.375,0.749,0.079,0.33,2,88.64,96.99,109.09,83.97,98.52,91.96,10.48,65.82,76.26,117.94,93.36,13.4,0,0.015,0.564,0,0.416,0,0.001,0.004,3,0.564,"Jon Jay 2017"
"1419","Jay, Jon",445055,2018,586,0.268,0.33,0.347,0.677,0.079,0.301,3,75.58,64.46,101.59,81.21,91.63,83.18,25.34,58.5,65.31,118.19,90.8,16.33,0,0.01,0.234,0,0.755,0,0,0,5,0.755,"Jon Jay 2018"
"1420","Heim, Jonah",641680,2021,285,0.196,0.239,0.358,0.597,0.162,0.256,10,91.38,59.68,92.72,88.7,88,87.41,73.47,95.35,92.51,99.83,79.15,102.85,0.006,0.16,0.699,0,0.105,0,0.001,0.028,3,0.699,"Jonah Heim 2021"
"1421","Heim, Jonah",641680,2022,450,0.227,0.298,0.399,0.697,0.172,0.306,16,87.38,111.23,92.59,91.83,93.45,87.59,87.9,102.59,90.38,101.04,82.68,121.73,0.041,0.099,0.6,0,0.038,0,0.009,0.215,3,0.6,"Jonah Heim 2022"
"1422","Heim, Jonah",641680,2023,501,0.258,0.317,0.438,0.755,0.18,0.324,18,85.54,92.6,102.51,104.19,100.41,97.44,94.65,96.3,95.87,106.34,83.76,110.57,0.186,0.012,0.634,0,0.007,0,0.05,0.11,3,0.634,"Jonah Heim 2023"
"1423","India, Jonathan",663697,2021,631,0.269,0.376,0.459,0.835,0.19,0.363,21,99.89,127.25,102.4,103.96,108.69,103.68,113.76,97.12,97,79.22,103.06,97.55,0.23,0.005,0.062,0,0,0.003,0.076,0.625,8,0.625,"Jonathan India 2021"
"1424","India, Jonathan",663697,2022,431,0.249,0.327,0.378,0.705,0.129,0.314,10,98.69,88.01,98.38,89.8,96.67,93.08,61.15,74.05,85.77,83.63,106.44,79.44,0.01,0.182,0.533,0,0.083,0,0.003,0.19,3,0.533,"Jonathan India 2022"
"1425","India, Jonathan",663697,2023,529,0.244,0.338,0.407,0.745,0.163,0.327,17,91.78,113.43,100.9,101.55,105.06,98.49,91.11,96.55,87.26,68.33,97.6,98.9,0.084,0.009,0.152,0,0.003,0,0.088,0.664,8,0.664,"Jonathan India 2023"
"1426","Lucroy, Jonathan",518960,2015,415,0.264,0.326,0.391,0.717,0.127,0.313,7,78.52,110.76,109.01,103,105.09,98.6,72.36,98.44,50.52,98.17,86.13,60.67,0.028,0.001,0.619,0,0.025,0,0.257,0.069,3,0.619,"Jonathan Lucroy 2015"
"1427","Lucroy, Jonathan",518960,2016,544,0.292,0.355,0.5,0.855,0.208,0.362,24,90.35,102.57,108.25,112.15,107.39,105.93,112.72,98.68,83.64,98.36,85.3,138.77,0.507,0.001,0.136,0,0,0,0.261,0.095,1,0.507,"Jonathan Lucroy 2016"
"1428","Lucroy, Jonathan",518960,2017,481,0.265,0.345,0.371,0.716,0.106,0.311,6,50.79,109.55,101.22,83.97,94.83,79.5,35.93,70.46,35.47,82.27,64.54,36.19,0,0,0.088,0,0.91,0,0.001,0.001,5,0.91,"Jonathan Lucroy 2017"
"1429","Lucroy, Jonathan",518960,2018,454,0.241,0.291,0.325,0.616,0.084,0.271,4,66.72,73.66,100.78,85.11,90.38,82.11,30.97,75.17,51.65,99.15,62.73,28.1,0,0.001,0.173,0,0.825,0,0,0,5,0.825,"Jonathan Lucroy 2018"
"1430","Lucroy, Jonathan",518960,2019,328,0.232,0.305,0.355,0.66,0.123,0.286,8,70.43,93.96,94.48,84.11,91.62,81.12,37.1,86.19,44.9,85.06,73.67,64.25,0,0.007,0.253,0,0.733,0,0.001,0.006,5,0.733,"Jonathan Lucroy 2019"
"1431","Schoop, Jonathan",570731,2015,321,0.279,0.306,0.482,0.788,0.203,0.338,15,125.42,35.65,104.62,115.22,103.82,115.63,153.54,118.25,157.53,145.2,115.55,168.07,0.968,0,0.001,0,0,0.03,0,0.001,1,0.968,"Jonathan Schoop 2015"
"1432","Schoop, Jonathan",570731,2016,647,0.267,0.298,0.454,0.752,0.187,0.32,25,104.1,38.17,99.16,98.01,93.07,97.06,105.11,98.96,119.13,145.63,123.76,121.54,0.378,0.221,0.386,0,0.001,0.002,0,0.011,1,0.386,"Jonathan Schoop 2016"
"1433","Schoop, Jonathan",570731,2017,675,0.293,0.338,0.503,0.841,0.21,0.355,32,100.61,59.34,106.73,103.43,101.6,103.62,104.81,107.86,118.23,120.13,111.47,137.55,0.829,0.009,0.126,0,0,0.003,0.005,0.028,1,0.829,"Jonathan Schoop 2017"
"1434","Schoop, Jonathan",570731,2018,501,0.233,0.266,0.416,0.682,0.183,0.29,21,107.31,43.74,91.07,85.84,83.5,87.74,70.38,83.65,106.86,140.11,112.03,133.68,0.007,0.716,0.263,0,0.011,0,0,0.003,2,0.716,"Jonathan Schoop 2018"
"1435","Schoop, Jonathan",570731,2019,464,0.256,0.304,0.473,0.777,0.217,0.324,23,113.59,49.27,99.24,100.38,96.22,102.17,112.59,102.1,124.21,143.16,118.45,130.58,0.711,0.098,0.168,0,0,0.009,0,0.014,1,0.711,"Jonathan Schoop 2019"
"1436","Schoop, Jonathan",570731,2021,674,0.278,0.32,0.435,0.755,0.157,0.324,22,88.24,61.94,104.01,96.33,96.03,94.76,80.58,101.14,88.03,127.69,96.33,95.68,0.068,0.025,0.875,0,0.013,0,0.004,0.015,3,0.875,"Jonathan Schoop 2021"
"1437","Schoop, Jonathan",570731,2022,510,0.202,0.239,0.322,0.561,0.12,0.245,11,95.07,45.23,94.25,85.98,86.07,87.31,61.15,99.25,108.22,125.62,110.72,73.85,0.006,0.502,0.455,0,0.03,0,0,0.007,2,0.502,"Jonathan Schoop 2022"
"1438","Villar, Jonathan",542340,2016,679,0.285,0.369,0.457,0.826,0.172,0.356,19,125.7,138.36,95.61,90.34,98.05,101.9,97.49,107.7,128.63,77.85,116.69,88.02,0.066,0.09,0.014,0,0,0.054,0.001,0.775,8,0.775,"Jonathan Villar 2016"
"1439","Villar, Jonathan",542340,2017,436,0.241,0.293,0.372,0.665,0.131,0.287,11,145.17,78.74,85.86,78.1,81.9,93.28,82.35,99.16,146.6,102.29,107.39,73.2,0.001,0.981,0.006,0,0,0.002,0,0.01,2,0.981,"Jonathan Villar 2017"
"1440","Villar, Jonathan",542340,2018,515,0.26,0.325,0.384,0.709,0.124,0.312,14,125.04,92.08,90.26,85.6,90.06,94.45,71.78,98.41,142.48,99.87,102.02,86.7,0.015,0.824,0.061,0,0.002,0.004,0,0.095,2,0.824,"Jonathan Villar 2018"
"1441","Villar, Jonathan",542340,2019,714,0.274,0.339,0.453,0.792,0.179,0.335,24,111.78,97.39,97.66,94.42,96.53,99.05,87,98.39,122.46,97.51,100.87,88.55,0.15,0.227,0.258,0,0.003,0.005,0.003,0.355,8,0.355,"Jonathan Villar 2019"
"1442","Villar, Jonathan",542340,2021,505,0.249,0.322,0.416,0.738,0.167,0.32,18,116.91,102.48,94.74,92.52,94.8,98.96,87.69,87.81,123.91,101.28,113.74,104.48,0.097,0.459,0.137,0,0.002,0.01,0.001,0.294,2,0.459,"Jonathan Villar 2021"
"1443","Villar, Jonathan",542340,2022,220,0.208,0.26,0.302,0.562,0.094,0.25,3,121.33,83.12,85.98,71.99,79.32,83.47,34.4,103.88,161.76,99.34,120.46,46.69,0,0.992,0.004,0,0.001,0,0,0.003,2,0.992,"Jonathan Villar 2022"
"1444","Gomes, Jonny",430404,2015,262,0.213,0.313,0.347,0.66,0.134,0.294,7,157.54,150.22,70.68,70.33,82.3,84.32,72.36,96.99,124.96,60.67,156.47,96.1,0,0.943,0,0,0,0.018,0,0.04,2,0.943,"Jonny Gomes 2015"
"1445","Diaz, Jordan",672478,2023,293,0.221,0.273,0.364,0.637,0.143,0.278,10,104.7,67.13,90.89,88.62,88.33,89.54,75.72,109.06,93.57,129,129.21,105.04,0.038,0.664,0.266,0,0.004,0.001,0,0.027,2,0.664,"Jordan Diaz 2023"
"1446","Luplow, Jordan",656669,2019,261,0.276,0.372,0.551,0.923,0.275,0.383,15,106.32,144.37,98.05,108.63,107.86,106.59,154.82,102.9,125.38,61.2,111.95,151.4,0.274,0.001,0.002,0.007,0,0.105,0.012,0.599,8,0.599,"Jordan Luplow 2019"
"1447","Luplow, Jordan",656669,2022,234,0.176,0.274,0.361,0.635,0.185,0.281,11,115.9,130.79,81.85,89.29,92.49,90.88,95.54,84.59,127.22,82.95,124.5,160.95,0.017,0.523,0.011,0,0,0.046,0,0.402,2,0.523,"Jordan Luplow 2022"
"1448","Walker, Jordan",691023,2023,465,0.276,0.342,0.445,0.787,0.169,0.341,16,99.8,92.6,106.91,102.03,102.89,102.71,88.74,106.31,107.35,115.75,119.75,105.9,0.65,0.018,0.199,0,0,0.003,0.014,0.116,1,0.65,"Jordan Walker 2023"
"1449","Westburg, Jordan",676059,2023,228,0.26,0.311,0.404,0.715,0.144,0.309,3,109.6,81.02,104.11,95.81,97.62,101.92,76.91,111.31,104.48,99.02,100.83,40.5,0.145,0.092,0.54,0,0.006,0.001,0.009,0.207,3,0.54,"Jordan Westburg 2023"
"1450","Mercer, Jordy",474568,2015,430,0.244,0.293,0.32,0.613,0.076,0.265,3,86.67,80.2,104.62,90.28,93.06,91.73,37.06,85.34,67.13,100.89,80.51,25.09,0.001,0.013,0.646,0,0.33,0,0.002,0.008,3,0.646,"Jordy Mercer 2015"
"1451","Mercer, Jordy",474568,2016,584,0.256,0.328,0.374,0.702,0.118,0.304,11,69.73,103.77,96.79,83.63,91.51,82.54,33.51,74.15,60.2,95.93,68.81,59.25,0,0.006,0.231,0,0.759,0,0.001,0.003,5,0.759,"Jordy Mercer 2016"
"1452","Mercer, Jordy",474568,2017,558,0.255,0.326,0.406,0.732,0.151,0.308,14,75.7,103.84,100.03,87.72,92.05,85.6,46.42,93.94,52.02,86.64,80.86,72.79,0.001,0.012,0.551,0,0.395,0,0.007,0.033,3,0.551,"Jordy Mercer 2017"
"1453","Mercer, Jordy",474568,2018,436,0.251,0.315,0.381,0.696,0.13,0.296,6,93.31,84.02,106.85,94.13,96.94,97.13,67.56,86.93,80.74,100.23,100.07,43.89,0.016,0.036,0.819,0,0.056,0,0.009,0.064,3,0.819,"Jordy Mercer 2018"
"1454","Mercer, Jordy",474568,2019,271,0.27,0.31,0.438,0.748,0.168,0.314,9,95.42,55,103.61,101.98,96.53,98.53,83.17,96,74.06,93.36,91,87.49,0.062,0.02,0.821,0,0.02,0,0.019,0.059,3,0.821,"Jordy Mercer 2019"
"1455","Alfaro, Jorge",595751,2018,377,0.262,0.324,0.407,0.731,0.145,0.314,10,170.76,55.25,92.28,97.79,93.19,119.67,149.2,120.82,183.45,155.56,154.99,84.59,0.048,0.016,0,0,0,0.936,0,0,6,0.936,"Jorge Alfaro 2018"
"1456","Alfaro, Jorge",595751,2019,465,0.262,0.312,0.425,0.737,0.163,0.312,18,150.4,53.85,99.64,105.42,99.28,119.85,147.14,118.81,158.61,166.32,124.47,101.97,0.819,0.008,0.002,0,0,0.169,0,0.001,1,0.819,"Jorge Alfaro 2019"
"1457","Alfaro, Jorge",595751,2021,311,0.244,0.283,0.342,0.625,0.098,0.274,4,142.44,39.41,99.58,90.85,90.17,106.83,97.17,123.28,119.43,156.26,117.92,37.7,0.252,0.525,0.21,0,0,0.006,0,0.007,2,0.525,"Jorge Alfaro 2021"
"1458","Alfaro, Jorge",595751,2022,274,0.246,0.285,0.383,0.668,0.137,0.291,7,162.07,48.89,98.38,100.99,94.74,120.26,142.68,98.99,161.76,157.03,128.06,87.47,0.56,0.099,0.006,0,0,0.333,0,0.003,1,0.56,"Jorge Alfaro 2022"
"1459","Bonifacio, Jorge",593528,2017,422,0.255,0.32,0.432,0.752,0.177,0.323,17,134.15,94.71,99.64,106.01,101.91,113.43,134.76,114.82,148.97,93.55,122.19,116.88,0.517,0.007,0.002,0,0,0.394,0,0.08,1,0.517,"Jorge Bonifacio 2017"
"1460","Bonifacio, Jorge",593528,2018,270,0.225,0.312,0.36,0.672,0.135,0.296,4,122.7,123.16,95.52,91.21,97.26,100.62,108.38,78.45,127.64,75.44,131.07,47.25,0.019,0.325,0.023,0,0.001,0.016,0,0.615,8,0.615,"Jorge Bonifacio 2018"
"1461","Mateo, Jorge",622761,2021,209,0.247,0.293,0.376,0.669,0.129,0.291,4,117.8,48.42,97.96,86.08,88.62,94.76,67.54,78.5,117.18,117.92,114.44,56.1,0.006,0.715,0.254,0,0.014,0,0,0.011,2,0.715,"Jorge Mateo 2021"
"1462","Mateo, Jorge",622761,2022,533,0.221,0.267,0.379,0.646,0.158,0.281,13,124.95,62.34,91.77,87.51,87.35,95.55,76.43,84.08,115.71,124.94,120.7,83.51,0.009,0.88,0.097,0,0.003,0.001,0,0.012,2,0.88,"Jorge Mateo 2022"
"1463","Mateo, Jorge",622761,2023,350,0.217,0.267,0.34,0.607,0.123,0.265,7,104.26,72.92,96.1,88.86,89.57,91.91,62.71,96.3,88.41,118.19,116.75,61.55,0.012,0.423,0.503,0,0.029,0,0,0.032,3,0.503,"Jorge Mateo 2023"
"1464","Polanco, Jorge",593871,2016,270,0.282,0.332,0.424,0.756,0.142,0.326,4,83.48,75.14,108.25,87.95,96.18,91.95,38.08,74.71,61.46,107.74,77.71,46.6,0,0.005,0.66,0,0.329,0,0.002,0.003,3,0.66,"Jorge Polanco 2016"
"1465","Polanco, Jorge",593871,2017,544,0.256,0.313,0.41,0.723,0.154,0.309,13,68.51,85.58,94.52,84.9,89.59,80.83,38.93,74.81,51.43,88.09,77.04,69.33,0,0.008,0.222,0,0.766,0,0,0.003,5,0.766,"Jorge Polanco 2017"
"1466","Polanco, Jorge",593871,2018,333,0.288,0.345,0.427,0.772,0.139,0.336,6,86.78,86.32,101.19,88.28,94.13,89.89,52.08,77.36,54.03,79.04,81.28,57.46,0.001,0.015,0.516,0,0.435,0,0.004,0.029,3,0.516,"Jorge Polanco 2018"
"1467","Polanco, Jorge",593871,2019,704,0.295,0.356,0.485,0.841,0.19,0.352,22,74.97,97.39,107.58,106.34,104.49,97.75,85.72,87.78,60.65,92.32,76.8,82.32,0.029,0.001,0.636,0,0.027,0,0.248,0.058,3,0.636,"Jorge Polanco 2019"
"1468","Polanco, Jorge",593871,2021,644,0.269,0.323,0.503,0.826,0.234,0.349,33,81.97,78.83,107.64,116.36,107.46,104.47,119.68,94.1,66.72,107.43,86.35,150.2,0.476,0,0.23,0,0,0,0.262,0.031,1,0.476,"Jorge Polanco 2021"
"1469","Polanco, Jorge",593871,2022,445,0.235,0.346,0.405,0.751,0.17,0.333,16,96.43,176.01,102.51,114.73,114.97,110.38,129.94,99.51,103.62,86.02,101.22,123.1,0.371,0,0.006,0.011,0,0.008,0.153,0.45,8,0.45,"Jorge Polanco 2022"
"1470","Polanco, Jorge",593871,2023,343,0.255,0.335,0.454,0.789,0.199,0.34,14,114.5,121.54,100.5,115.45,107.85,112.71,163.28,101.56,88.98,99.02,102.68,125.62,0.808,0.001,0.012,0.002,0,0.015,0.028,0.134,1,0.808,"Jorge Polanco 2023"
"1471","Soler, Jorge",624585,2015,404,0.262,0.324,0.399,0.723,0.137,0.312,10,152.95,100.57,103.82,103.75,102.24,120.02,178.25,125.53,139.58,103.28,154.6,89.03,0.162,0.001,0,0.001,0,0.829,0,0.008,6,0.829,"Jorge Soler 2015"
"1472","Soler, Jorge",624585,2016,264,0.238,0.333,0.436,0.769,0.198,0.333,12,122.76,139.55,88.5,102.09,101.78,103.51,158.42,101.5,153.98,83.41,137.62,142.98,0.067,0.008,0,0,0,0.807,0,0.118,6,0.807,"Jorge Soler 2016"
"1473","Soler, Jorge",624585,2018,257,0.265,0.354,0.466,0.82,0.201,0.354,9,125.04,125.46,97.95,110.72,109.14,116.45,144.97,112.89,138.92,93.05,152.06,111.68,0.263,0.001,0,0.003,0,0.68,0,0.053,6,0.68,"Jorge Soler 2018"
"1474","Soler, Jorge",624585,2019,679,0.265,0.354,0.569,0.923,0.304,0.378,48,119.05,123.75,109.57,136.36,121.35,132.07,216.23,132.87,121.88,82.99,144.93,186.22,0.009,0,0,0.986,0,0.004,0,0,4,0.986,"Jorge Soler 2019"
"1475","Soler, Jorge",624585,2021,602,0.223,0.316,0.432,0.748,0.209,0.323,27,105.71,125,100.78,117.79,110.85,112.61,150.49,118.25,104.29,83.2,132.78,131.47,0.73,0,0.001,0.024,0,0.092,0.012,0.14,1,0.73,"Jorge Soler 2021"
"1476","Soler, Jorge",624585,2022,306,0.207,0.295,0.4,0.695,0.193,0.305,13,133.1,123.45,93.42,107.1,103.41,113.95,155.42,112.11,132.98,88.07,121.41,145.46,0.309,0.002,0.001,0.002,0,0.587,0,0.099,6,0.587,"Jorge Soler 2022"
"1477","Soler, Jorge",624585,2023,580,0.25,0.341,0.512,0.853,0.262,0.361,36,108.27,131.95,104.91,127.42,115.91,120.62,177.48,120.07,111.94,89.25,103.6,191.03,0.404,0,0,0.566,0,0.015,0.008,0.007,4,0.566,"Jorge Soler 2023"
"1478","Altuve, Jose",514888,2015,689,0.313,0.353,0.459,0.812,0.146,0.347,15,49.46,61.11,104.62,95.27,94.96,85.69,54.71,83.3,43.87,117.6,53.76,78.3,0,0,0.59,0,0.405,0,0.004,0,3,0.59,"Jose Altuve 2015"
"1479","Altuve, Jose",514888,2016,717,0.338,0.396,0.531,0.927,0.193,0.391,24,48.12,100.19,125.63,126.05,119.84,108.08,105.11,102.63,65.27,106.35,64.89,105.29,0.015,0,0.01,0,0,0,0.975,0,7,0.975,"Jose Altuve 2016"
"1480","Altuve, Jose",514888,2017,662,0.346,0.41,0.547,0.957,0.201,0.405,24,60.85,100.42,114.61,111.88,110.84,100.17,100.32,81.47,59.11,116.12,70.4,105.19,0.039,0,0.39,0,0.005,0,0.558,0.008,7,0.558,"Jose Altuve 2017"
"1481","Altuve, Jose",514888,2018,599,0.316,0.386,0.451,0.837,0.135,0.363,13,61.58,105.89,116.57,109.5,110.08,99.28,83.04,92.39,69.46,108.49,71.76,69.21,0.027,0,0.391,0,0.007,0,0.562,0.013,7,0.562,"Jose Altuve 2018"
"1482","Altuve, Jose",514888,2019,548,0.298,0.353,0.55,0.903,0.252,0.374,31,68.16,85.94,106.39,110.92,105.41,97.75,103.64,91.49,88.05,106.16,74.39,149.02,0.227,0.001,0.482,0,0.003,0,0.246,0.041,3,0.482,"Jose Altuve 2019"
"1483","Altuve, Jose",514888,2021,678,0.278,0.35,0.489,0.839,0.211,0.357,31,60.02,109.23,105.62,100.39,102.52,90.29,75.84,88.06,55.51,109.6,63.37,134.03,0.012,0.001,0.739,0,0.059,0,0.172,0.017,3,0.739,"Jose Altuve 2021"
"1484","Altuve, Jose",514888,2022,604,0.3,0.387,0.533,0.92,0.233,0.397,28,65.19,133.23,111.19,111.93,113.69,100.77,98.09,76.37,61.6,97.63,61.77,158.72,0.028,0,0.081,0,0.001,0,0.872,0.018,7,0.872,"Jose Altuve 2022"
"1485","Altuve, Jose",514888,2023,410,0.311,0.393,0.522,0.915,0.211,0.393,17,77.08,123.85,98.1,100.36,102.58,92.17,98.2,78.54,71.76,111.92,64.84,127.61,0.032,0.005,0.761,0,0.049,0,0.078,0.074,3,0.761,"Jose Altuve 2023"
"1486","Iglesias, Jose",578428,2015,454,0.3,0.347,0.37,0.717,0.07,0.315,2,49.46,70.02,99.83,74.32,86.1,74.71,0,54.46,29.91,113.16,55.63,15.84,0,0,0.013,0,0.987,0,0,0,5,0.987,"Jose Iglesias 2015"
"1487","Iglesias, Jose",578428,2016,513,0.255,0.306,0.336,0.642,0.081,0.283,4,47.63,65.6,99.16,74.77,85.91,73.4,10.66,58.64,29.78,123.38,49.45,24.53,0,0,0.018,0,0.982,0,0,0,5,0.982,"Jose Iglesias 2016"
"1488","Iglesias, Jose",578428,2017,489,0.255,0.288,0.369,0.657,0.114,0.283,6,63.72,49.07,102,77.87,84.67,78.71,17.97,61.18,44.93,126.68,74.49,35.6,0,0.001,0.097,0,0.902,0,0,0,5,0.902,"Jose Iglesias 2017"
"1489","Iglesias, Jose",578428,2018,464,0.269,0.31,0.389,0.699,0.12,0.304,5,47.12,47.19,100.78,81.45,87.56,76.2,18.3,61.78,43.34,141.55,52.72,34.37,0,0,0.073,0,0.927,0,0,0,5,0.927,"Jose Iglesias 2018"
"1490","Iglesias, Jose",578428,2019,530,0.288,0.318,0.407,0.725,0.119,0.306,11,59.98,43.54,104.8,82.5,87.03,81.12,29.43,64.18,58.31,158.72,53.69,54.67,0,0.001,0.276,0,0.723,0,0,0,5,0.723,"Jose Iglesias 2019"
"1491","Iglesias, Jose",578428,2021,511,0.271,0.309,0.391,0.7,0.12,0.304,9,65.84,46.17,108.85,87.27,91.71,85.57,40.29,71.96,58.87,156.26,70.57,51.63,0,0.001,0.639,0,0.36,0,0,0,3,0.639,"Jose Iglesias 2021"
"1492","Iglesias, Jose",578428,2022,467,0.292,0.328,0.38,0.708,0.088,0.312,3,54.33,44,109.95,82.17,90.24,80.73,6.37,71.22,43.75,140.98,50.37,21.99,0,0,0.15,0,0.85,0,0,0,5,0.85,"Jose Iglesias 2022"
"1493","Miranda, Jose",669304,2022,483,0.268,0.325,0.426,0.751,0.158,0.329,15,85.11,70.89,104.58,104.3,101.8,98.3,78.98,109.02,85.2,111.62,102.88,106.33,0.279,0.01,0.613,0,0.003,0,0.035,0.059,3,0.613,"Jose Miranda 2022"
