"","name","player_id","year","pa","avg","obp","slg","ops","iso","woba","home_run","k_pct+","bb_pct+","xba+","xslg+","xwoba+","xwobacon+","barrel_rate+","hard_hit_pct+","z_sw_miss_pct+","oz_sw_pct+","oz_sw_miss_pct+","hr_rate+","probC1","probC2","probC3","probC4","probC5","probC6","probC7","probC8","Cluster","maxProb","PlayerYear"
"1494","Siri, Jose",642350,2022,325,0.213,0.268,0.339,0.607,0.126,0.268,7,150.3,75.78,85.57,82.17,83.82,97.47,78.98,84.85,154.28,124.25,121.17,73.74,0.001,0.99,0.004,0,0,0.002,0,0.003,2,0.99,"Jose Siri 2022"
"1495","Siri, Jose",642350,2023,364,0.222,0.267,0.494,0.761,0.272,0.319,25,159.06,63.66,84.89,105.87,92.36,116.14,156.18,94.3,169.92,132.14,133.14,211.38,0.061,0.007,0,0,0,0.932,0,0.001,6,0.932,"Jose Siri 2023"
"1496","Trevino, Jose",624431,2021,302,0.239,0.267,0.34,0.607,0.101,0.261,5,84.66,45.04,99.98,89.18,88,88.19,50.95,92.84,73.45,123.71,91.46,48.53,0.001,0.042,0.78,0,0.175,0,0,0.002,3,0.78,"Jose Trevino 2021"
"1497","Trevino, Jose",624431,2022,353,0.248,0.283,0.388,0.671,0.14,0.293,11,79.68,51.34,98.79,92.6,90.24,87.59,64.97,89.99,85.77,136.54,71.04,106.69,0.004,0.018,0.889,0,0.087,0,0.001,0.002,3,0.889,"Jose Trevino 2022"
"1498","Bell, Josh",605137,2017,620,0.255,0.334,0.466,0.8,0.211,0.338,26,90.55,120.96,102.79,101.32,102.52,98.32,95.83,99.45,111.72,87.73,87.75,121.67,0.236,0.011,0.199,0,0.002,0.001,0.074,0.476,8,0.476,"Josh Bell 2017"
"1499","Bell, Josh",605137,2018,583,0.261,0.357,0.411,0.768,0.15,0.336,12,83.05,151.93,104.02,101.7,106.33,97.4,98.53,107.43,108.64,82.99,94.21,65.64,0.096,0.004,0.096,0,0.001,0.001,0.122,0.681,8,0.681,"Josh Bell 2018"
"1500","Bell, Josh",605137,2019,613,0.277,0.367,0.569,0.936,0.292,0.378,37,87.24,138.64,113.14,128.57,118.28,116.47,162.49,125.17,115.46,95.09,89.08,159,0.485,0,0,0.401,0,0.001,0.105,0.008,1,0.485,"Josh Bell 2019"
"1501","Bell, Josh",605137,2021,568,0.261,0.347,0.476,0.823,0.215,0.352,27,79.73,128.38,111.67,116.36,113.32,106.57,104.28,130.83,91.39,86.09,103.76,139.34,0.518,0,0.009,0.011,0,0.001,0.383,0.078,1,0.518,"Josh Bell 2021"
"1502","Bell, Josh",605137,2022,647,0.266,0.362,0.422,0.784,0.156,0.344,17,71.53,152.79,112.85,107.86,112.08,100.49,91.72,104.91,93.83,85,82.21,89.96,0.071,0,0.055,0,0,0,0.722,0.151,7,0.722,"Josh Bell 2022"
"1503","Bell, Josh",605137,2023,617,0.247,0.325,0.419,0.744,0.172,0.323,22,96.68,118.06,105.31,109.46,106.92,106.13,119.5,107.56,98.74,96.92,103.37,109.74,0.628,0.002,0.061,0,0,0.003,0.08,0.225,1,0.628,"Josh Bell 2023"
"1504","Donaldson, Josh",518626,2015,711,0.297,0.371,0.568,0.939,0.271,0.398,41,95.34,131.13,111.4,135.92,123.45,122.77,215.31,135.43,124.96,78.74,118.49,207.41,0.008,0,0,0.992,0,0,0,0,4,0.992,"Josh Donaldson 2015"
"1505","Donaldson, Josh",518626,2016,700,0.284,0.404,0.549,0.953,0.265,0.403,37,83.48,186.06,110.23,132.52,125.44,117.76,187.36,138.71,108.99,81.33,104.4,166.26,0.01,0,0,0.985,0,0,0.004,0,4,0.985,"Josh Donaldson 2016"
"1506","Donaldson, Josh",518626,2017,496,0.27,0.385,0.559,0.944,0.289,0.396,33,107.32,174.59,102,129,120.69,121.38,211.12,130.19,132.41,74.63,108.41,193.03,0.011,0,0,0.983,0,0.005,0,0,4,0.983,"Josh Donaldson 2017"
"1507","Donaldson, Josh",518626,2018,219,0.246,0.352,0.449,0.801,0.203,0.345,8,115.24,163.44,93.5,101.7,103.51,103.84,146.38,113.17,146.64,79.39,120.82,116.5,0.142,0.006,0.001,0.001,0,0.374,0.001,0.475,8,0.475,"Josh Donaldson 2018"
"1508","Donaldson, Josh",518626,2019,659,0.259,0.379,0.521,0.9,0.262,0.377,37,106.78,174.16,104.01,121.46,117.98,117.77,200.88,133.93,150.45,79.88,96.06,147.9,0.097,0,0,0.866,0,0.028,0.002,0.008,4,0.866,"Josh Donaldson 2019"
"1509","Donaldson, Josh",518626,2021,543,0.247,0.352,0.475,0.827,0.228,0.353,26,94.06,153.15,108.44,129.24,119.81,117.33,206.18,132.59,126.16,81.75,97.72,140.35,0.116,0,0,0.868,0,0.003,0.01,0.004,4,0.868,"Josh Donaldson 2021"
"1510","Donaldson, Josh",518626,2022,546,0.222,0.308,0.374,0.682,0.152,0.302,15,122.69,121.01,88.87,94.12,96.02,98.85,124.84,111.34,158.31,100.02,108.11,94.06,0.164,0.263,0.017,0,0,0.211,0,0.346,8,0.346,"Josh Donaldson 2022"
"1511","Harrison, Josh",543281,2015,449,0.287,0.327,0.39,0.717,0.103,0.313,4,80.56,53.47,100.62,88.54,90.85,87.06,24.71,71.07,94.39,130.55,86.13,32.04,0,0.037,0.603,0,0.36,0,0,0.001,3,0.603,"Josh Harrison 2015"
"1512","Harrison, Josh",543281,2016,522,0.283,0.311,0.388,0.699,0.105,0.301,4,71.69,40.55,94.03,83.87,83.73,79.58,31.99,64.56,119.13,125.82,58.35,24.1,0,0.03,0.225,0,0.746,0,0,0,5,0.746,"Josh Harrison 2016"
"1513","Harrison, Josh",543281,2017,542,0.272,0.339,0.432,0.771,0.16,0.332,16,79.53,59.34,99.25,91.47,95.75,88.25,40.43,69.88,107.59,120.13,75.76,85.65,0.002,0.036,0.778,0,0.181,0,0,0.004,3,0.778,"Josh Harrison 2017"
"1514","Harrison, Josh",543281,2018,374,0.25,0.293,0.363,0.656,0.113,0.285,8,84.91,55.25,91.88,87.06,86.31,83.18,54.89,71.34,118.74,130.05,74.69,68.22,0,0.201,0.536,0,0.26,0,0,0.002,3,0.536,"Josh Harrison 2018"
"1515","Harrison, Josh",543281,2021,558,0.279,0.341,0.4,0.741,0.121,0.325,8,60.02,63.06,112.07,100.15,102.83,91.61,52.14,82.02,82.98,128.41,62.91,42.03,0.002,0,0.877,0,0.11,0,0.01,0.001,3,0.877,"Josh Harrison 2021"
"1516","Harrison, Josh",543281,2022,425,0.256,0.317,0.37,0.687,0.114,0.305,7,75.6,59.89,96.31,85.22,91.21,82.92,48.41,83.05,100.74,119.82,72.23,56.39,0,0.042,0.612,0,0.343,0,0,0.002,3,0.612,"Josh Harrison 2022"
"1517","Jung, Josh",673962,2023,515,0.266,0.315,0.467,0.782,0.201,0.334,23,130.54,67.13,104.11,115.45,104.44,119.3,140.8,118.57,118.26,114.7,110.52,137.45,0.958,0,0.003,0.001,0,0.028,0.001,0.008,1,0.958,"Josh Jung 2023"
"1518","Lowe, Josh",666139,2023,501,0.292,0.335,0.5,0.835,0.208,0.354,20,110.49,71.76,110.51,114.97,105.68,114.03,130.15,99.31,126.29,124.47,103.83,122.86,0.956,0.001,0.024,0,0,0.003,0.005,0.011,1,0.956,"Josh Lowe 2023"
"1519","Naylor, Josh",647304,2019,279,0.249,0.315,0.403,0.718,0.154,0.306,8,104.05,103.12,94.48,87.09,91.32,90.73,80.61,96.27,83.97,108.58,82.58,75.53,0.012,0.182,0.642,0,0.076,0,0.002,0.087,3,0.642,"Josh Naylor 2019"
"1520","Naylor, Josh",647304,2021,250,0.253,0.301,0.399,0.7,0.146,0.302,7,80.63,63.06,102.4,99.43,96.03,92.92,87.69,107.18,75.69,128.05,84.26,82.08,0.036,0.009,0.919,0,0.02,0,0.007,0.009,3,0.919,"Josh Naylor 2021"
"1521","Naylor, Josh",647304,2022,498,0.256,0.319,0.452,0.771,0.196,0.331,20,72.89,92.9,106.23,109.39,105.02,98.3,109.55,110.05,74.26,112.31,75.56,137.5,0.302,0.001,0.377,0,0.002,0,0.283,0.036,3,0.377,"Josh Naylor 2022"
"1522","Naylor, Josh",647304,2023,495,0.308,0.354,0.489,0.843,0.181,0.354,17,61.04,77.55,117.32,114.49,107.23,100.6,97.02,103.06,67.17,137.72,76.84,105.7,0.144,0,0.548,0,0.002,0,0.303,0.003,3,0.548,"Josh Naylor 2023"
"1523","Phegley, Josh",572033,2015,243,0.249,0.3,0.449,0.749,0.2,0.323,9,107.07,73.84,91.44,90.28,90.53,90.91,70.59,79.8,101.03,122.03,103.51,133.21,0.022,0.503,0.424,0,0.019,0,0,0.032,2,0.503,"Josh Phegley 2015"
"1524","Phegley, Josh",572033,2019,342,0.239,0.282,0.411,0.693,0.172,0.291,12,83.61,50.42,97.66,85.02,87.64,84.24,39.66,64.44,64.73,109.27,109.54,92.43,0,0.098,0.531,0,0.367,0,0,0.003,3,0.531,"Josh Phegley 2019"
"1525","Reddick, Josh",502210,2015,579,0.272,0.333,0.449,0.782,0.177,0.338,20,57.1,108.21,106.21,104,104.14,92.83,88.24,95.53,57.16,91.35,80.51,124.24,0.032,0.001,0.474,0,0.019,0,0.413,0.062,3,0.474,"Josh Reddick 2015"
"1526","Reddick, Josh",502210,2016,438,0.281,0.345,0.405,0.75,0.124,0.324,10,62.85,106.15,111.41,98.49,101.78,92.75,53.32,92.19,73.5,92.8,65.15,71.81,0.005,0.001,0.705,0,0.1,0,0.162,0.026,3,0.705,"Josh Reddick 2016"
"1527","Reddick, Josh",502210,2017,533,0.314,0.363,0.484,0.847,0.17,0.357,13,64.68,92.43,114.61,103.2,104.68,96.2,56.9,91.62,51.43,100.47,72.95,70.76,0.007,0,0.687,0,0.05,0,0.244,0.011,3,0.687,"Josh Reddick 2017"
"1528","Reddick, Josh",502210,2018,485,0.242,0.318,0.4,0.718,0.158,0.311,17,74.18,116.25,95.92,87.79,93.19,83.72,54.89,73.8,62.93,98.08,74.93,111.78,0.001,0.018,0.518,0,0.432,0,0.004,0.028,3,0.518,"Josh Reddick 2018"
"1529","Reddick, Josh",502210,2019,550,0.275,0.319,0.409,0.728,0.134,0.308,14,54.53,74.48,109.17,91.21,96.83,86.83,43.5,77.97,53.65,103.74,66.21,67.05,0,0.001,0.556,0,0.435,0,0.007,0.001,3,0.556,"Josh Reddick 2019"
"1530","Rojas, Josh",668942,2021,550,0.264,0.341,0.411,0.752,0.147,0.327,11,111.53,118.24,93.53,83.93,91.09,91.08,56.88,78.25,99.8,76.68,94.47,58.63,0.002,0.431,0.2,0,0.084,0,0.001,0.282,2,0.431,"Josh Rojas 2021"
"1531","Rojas, Josh",668942,2022,510,0.269,0.349,0.391,0.74,0.122,0.326,9,86.92,132.01,98.79,91.83,97.95,90.61,57.33,92.82,93.83,67.93,95.51,60.42,0.007,0.047,0.245,0,0.048,0,0.017,0.635,8,0.635,"Josh Rojas 2022"
"1532","Rojas, Josh",668942,2023,350,0.245,0.303,0.338,0.641,0.093,0.284,4,102.92,89.13,92.1,79.28,86.16,85.33,44.96,72.29,94.15,89.95,100.37,35.17,0,0.518,0.192,0,0.266,0,0,0.023,2,0.518,"Josh Rojas 2023"
"1533","Smith, Josh",669701,2022,253,0.197,0.307,0.249,0.556,0.052,0.262,2,89.64,135.68,92.59,79.62,95.06,82.65,30.57,73.54,100.74,72.03,96.23,27.07,0,0.233,0.174,0,0.409,0,0,0.184,5,0.409,"Josh Smith 2022"
"1534","Smith, Josh",669701,2023,232,0.185,0.304,0.328,0.632,0.143,0.287,6,105.59,125.01,84.49,93.41,99.48,93.49,124.23,91.05,80.94,77.4,96.22,79.59,0.02,0.13,0.106,0,0.007,0.001,0.004,0.731,8,0.731,"Josh Smith 2023"
"1535","VanMeter, Josh",642165,2019,260,0.237,0.327,0.408,0.735,0.171,0.316,8,97.69,128.33,96.86,95.57,99.59,95.15,51.18,101.04,89.22,76.07,96.3,81.05,0.025,0.045,0.22,0,0.015,0,0.02,0.675,8,0.675,"Josh VanMeter 2019"
"1536","VanMeter, Josh",642165,2021,310,0.212,0.297,0.354,0.651,0.142,0.287,6,120.04,119.37,81.84,76.54,84.61,83.47,61.62,92.59,100.92,64.75,134.17,56.73,0,0.894,0.006,0,0.003,0,0,0.095,2,0.894,"Josh VanMeter 2021"
"1537","Fuentes, Joshua",658069,2021,284,0.225,0.257,0.351,0.608,0.126,0.261,7,102.57,47.3,82.24,67,71.02,72.71,28.44,69.19,108.21,148.31,95.64,72.25,0,0.812,0.041,0,0.147,0,0,0,2,0.812,"Joshua Fuentes 2021"
"1538","Palacios, Joshua",641943,2023,264,0.239,0.279,0.413,0.692,0.174,0.297,10,94.46,52.09,103.71,104.91,98.55,100.86,115.95,113.56,118.83,105.29,97.14,116.58,0.667,0.015,0.247,0,0,0.002,0.01,0.058,1,0.667,"Joshua Palacios 2023"
"1539","Abreu, José",547989,2015,668,0.29,0.347,0.502,0.849,0.212,0.361,30,107.07,73.84,107.81,113.72,106.99,112.06,164.13,121.74,104.36,118.28,104.58,161.53,0.979,0,0.004,0.002,0,0.004,0.005,0.006,1,0.979,"José Abreu 2015"
"1540","Abreu, José",547989,2016,695,0.293,0.353,0.468,0.821,0.175,0.349,25,88.39,81.1,110.62,111.91,108.32,106.47,120.34,111.08,90.61,130.33,98.64,113.15,0.804,0,0.128,0,0,0,0.054,0.014,1,0.804,"José Abreu 2016"
"1541","Abreu, José",547989,2017,675,0.304,0.354,0.552,0.906,0.248,0.377,33,84.32,59.34,114.21,121.96,112.07,111.31,142.24,131.06,80.39,111.03,103.82,141.84,0.907,0,0.01,0.003,0,0,0.077,0.003,1,0.907,"José Abreu 2017"
"1542","Abreu, José",547989,2018,553,0.265,0.325,0.473,0.798,0.208,0.337,22,91.91,77.12,112.11,120.23,111.33,112.43,128.08,123.55,93.8,125.02,95.43,126.87,0.928,0,0.018,0.001,0,0,0.048,0.005,1,0.928,"José Abreu 2018"
"1543","Abreu, José",547989,2019,693,0.284,0.33,0.503,0.833,0.219,0.344,33,99.51,59.58,110.76,118.48,109.7,113.87,163.77,127.83,85.72,119.99,103.76,125.44,0.969,0,0.008,0.001,0,0.001,0.017,0.003,1,0.969,"José Abreu 2019"
"1544","Abreu, José",547989,2021,659,0.261,0.351,0.481,0.832,0.22,0.354,30,97.2,104.73,101.59,108.97,107.77,104.99,120.87,124.04,97.56,116.47,107.24,133.44,0.889,0.001,0.031,0,0,0.005,0.021,0.053,1,0.889,"José Abreu 2021"
"1545","Abreu, José",547989,2022,679,0.304,0.378,0.446,0.824,0.142,0.361,15,73.34,111.23,122.35,123.63,119.79,112.58,121.02,133.19,84.62,101.73,97.18,75.64,0.295,0,0.006,0.006,0,0,0.686,0.007,7,0.686,"José Abreu 2022"
"1546","Abreu, José",547989,2023,594,0.237,0.296,0.383,0.679,0.146,0.295,18,97.57,82.18,99.3,97.96,97.31,97.18,102.94,104.06,102.76,126.56,93.45,93.26,0.224,0.062,0.644,0,0.005,0,0.005,0.059,3,0.644,"José Abreu 2023"
"1547","Azocar, José",640492,2022,216,0.257,0.298,0.332,0.63,0.075,0.278,0,92.36,68.45,99.62,80.64,87.35,87.04,31.85,78.68,98.44,131.08,85.06,0,0,0.105,0.474,0,0.42,0,0,0.001,3,0.474,"José Azocar 2022"
"1548","Bautista, José",430832,2015,666,0.25,0.377,0.536,0.913,0.286,0.389,40,81.07,210.06,103.82,128.19,123.45,112.06,222.37,132.81,103.69,66.81,90.4,216.02,0.003,0,0,0.995,0,0,0.002,0,4,0.995,"José Bautista 2015"
"1549","Bautista, José",430832,2016,517,0.234,0.366,0.452,0.818,0.218,0.355,22,97.72,200.38,99.56,103.52,112.06,103.24,126.43,128.85,84.91,65.34,110.94,133.85,0.102,0,0.001,0.013,0,0.012,0.083,0.789,8,0.789,"José Bautista 2016"
"1550","Bautista, José",430832,2017,686,0.203,0.308,0.366,0.674,0.163,0.295,23,118.82,139.22,82.71,89.13,94.21,91.69,98.82,103.22,128.28,82.63,111.73,97.28,0.016,0.397,0.015,0,0,0.026,0,0.546,8,0.546,"José Bautista 2017"
"1551","Bautista, José",430832,2018,399,0.203,0.348,0.378,0.726,0.175,0.324,13,129.7,193.37,89.85,94.87,105.7,106.26,111.19,118.09,116.96,72.57,143.76,103.91,0.028,0.005,0,0,0,0.384,0,0.583,8,0.583,"José Bautista 2018"
"1552","Caballero, José",676609,2023,280,0.221,0.343,0.32,0.663,0.099,0.305,4,105.15,115.75,82.08,72.57,92.67,81.11,42.59,59.28,86.11,101.11,89.06,43.97,0,0.465,0.098,0,0.424,0,0,0.013,2,0.465,"José Caballero 2023"
"1553","Martínez, José",500874,2017,307,0.309,0.379,0.518,0.897,0.209,0.379,14,93.43,118.68,129.57,140.25,128.69,131.71,160.21,131.35,82.76,88.46,92.09,132.31,0.043,0,0,0.886,0,0,0.071,0,4,0.886,"José Martínez 2017"
"1554","Martínez, José",500874,2018,590,0.305,0.364,0.457,0.821,0.152,0.356,17,82.11,95.53,121.83,124.86,118.21,115.91,132.31,121.91,85.49,93.77,88.35,91.89,0.348,0,0.007,0.007,0,0,0.631,0.007,7,0.631,"José Martínez 2018"
"1555","Martínez, José",500874,2019,373,0.269,0.34,0.41,0.75,0.141,0.323,10,99.96,107.71,108.37,107.48,106.64,106.85,90.84,104.22,102.63,91.98,84.02,70.62,0.328,0.003,0.238,0,0.001,0,0.168,0.26,1,0.328,"José Martínez 2019"
"1556","Osuna, José",591741,2017,227,0.233,0.269,0.428,0.697,0.195,0.293,7,84.32,45.64,102.4,96.16,93.59,92.22,67.38,92.2,92.81,120.13,82.65,89.47,0.013,0.023,0.914,0,0.043,0,0.002,0.006,3,0.914,"José Osuna 2017"
"1557","Osuna, José",591741,2019,285,0.264,0.31,0.456,0.766,0.192,0.32,10,76.34,72.19,106.39,102.21,100.82,96.19,65.25,99.18,97.38,106.85,84.99,92.43,0.068,0.007,0.837,0,0.016,0,0.035,0.036,3,0.837,"José Osuna 2019"
"1558","Peraza, José",606299,2016,256,0.324,0.352,0.411,0.763,0.087,0.331,3,63.34,32.2,122.47,97.29,102.1,96.25,28.94,66.82,50.06,125.82,62.53,36.86,0,0,0.777,0,0.217,0,0.006,0,3,0.777,"José Peraza 2016"
"1559","Peraza, José",606299,2017,518,0.259,0.297,0.324,0.621,0.065,0.273,5,64.68,44.5,111.06,85.61,92.67,86.66,25.45,57.99,51.43,125.23,73.72,28.01,0,0.001,0.308,0,0.692,0,0,0,5,0.692,"José Peraza 2017"
"1560","Peraza, José",606299,2018,683,0.288,0.326,0.416,0.742,0.128,0.319,14,51.32,48.34,110.49,93.4,95.07,86.4,35.19,64.51,39.18,119.27,68.1,65.37,0,0,0.451,0,0.548,0,0.001,0,5,0.548,"José Peraza 2018"
"1561","Peraza, José",606299,2019,403,0.239,0.285,0.346,0.631,0.107,0.272,6,65.43,48.12,105.6,83.19,91.32,83.72,3.84,67.89,43.15,117.57,86.19,39.22,0,0.001,0.245,0,0.753,0,0,0,5,0.753,"José Peraza 2019"
"1562","Pirela, José",517369,2017,344,0.288,0.347,0.49,0.837,0.202,0.355,10,98.7,89.01,104.37,99.44,100.68,100.17,67.38,113.37,103.45,110.66,107.14,84.34,0.327,0.037,0.464,0,0.002,0.001,0.017,0.152,3,0.464,"José Pirela 2017"
"1563","Pirela, José",517369,2018,473,0.249,0.3,0.345,0.645,0.096,0.283,5,87.71,72.51,102.8,83.89,91.32,88.55,47.86,102.23,94.4,108.14,95.68,33.71,0.003,0.092,0.754,0,0.132,0,0.001,0.019,3,0.754,"José Pirela 2018"
"1564","Ramírez, José",608070,2015,355,0.219,0.291,0.34,0.631,0.121,0.28,6,56.08,114.58,95.83,83.8,92.43,78.55,31.77,69.9,58.49,84.19,46.54,60.79,0,0.001,0.083,0,0.915,0,0,0.001,5,0.915,"José Ramírez 2015"
"1565","Ramírez, José",608070,2016,618,0.312,0.363,0.462,0.825,0.15,0.355,11,49.1,84.68,114.57,99.69,103.03,90.87,45.7,92.76,65.27,91.06,47.36,55.99,0.001,0,0.636,0,0.192,0,0.168,0.004,3,0.636,"José Ramírez 2016"
"1566","Ramírez, José",608070,2017,645,0.318,0.374,0.583,0.957,0.265,0.396,29,51.26,92.43,118.94,114.22,110.84,99.64,74.86,100.61,56.75,84.09,61.22,130.45,0.009,0,0.059,0,0.001,0,0.928,0.003,7,0.928,"José Ramírez 2017"
"1567","Ramírez, José",608070,2018,698,0.27,0.387,0.552,0.939,0.282,0.391,39,53.65,174.95,105.64,114.86,114.14,96.33,116.82,95.95,59.37,71.49,57.36,178.19,0.007,0,0.005,0,0,0,0.963,0.025,7,0.963,"José Ramírez 2018"
"1568","Ramírez, José",608070,2019,542,0.255,0.327,0.479,0.806,0.224,0.334,23,62.25,110,105.99,105.65,104.8,93.59,80.61,94.68,51.32,79.53,67.17,111.79,0.013,0,0.355,0,0.025,0,0.549,0.057,7,0.549,"José Ramírez 2019"
"1569","Ramírez, José",608070,2021,636,0.266,0.355,0.538,0.893,0.272,0.372,36,61.36,127.25,114.09,121.13,116.1,104.73,131.53,106.68,49.9,87.17,67.08,165.92,0.03,0,0.005,0,0,0,0.961,0.004,7,0.961,"José Ramírez 2021"
"1570","Ramírez, José",608070,2022,685,0.28,0.355,0.514,0.869,0.234,0.363,29,54.33,123.45,105.41,103.79,102.77,90.88,84.08,94.88,54.69,97.97,62.72,144.95,0.018,0,0.435,0,0.025,0,0.486,0.035,7,0.486,"José Ramírez 2022"
"1571","Ramírez, José",608070,2023,691,0.282,0.356,0.475,0.831,0.193,0.346,24,47.23,122.69,119.72,114.97,111.26,98.76,82.82,101.06,50.52,98.32,69.68,106.89,0.008,0,0.048,0,0.001,0,0.94,0.003,7,0.94,"José Ramírez 2023"
"1572","Reyes, José",408314,2015,519,0.274,0.31,0.378,0.688,0.104,0.3,7,60.67,63.65,95.83,73.82,82.3,74.71,3.53,54.17,70.46,121.34,67.13,48.51,0,0.002,0.041,0,0.957,0,0,0,5,0.957,"José Reyes 2015"
"1573","Reyes, José",408314,2016,279,0.267,0.326,0.443,0.769,0.176,0.329,8,86.42,97.8,96.79,88.43,92.45,87.65,65.5,73.59,90.61,112.96,75.35,90.19,0.002,0.064,0.694,0,0.218,0,0.001,0.021,3,0.694,"José Reyes 2016"
"1574","Reyes, José",408314,2017,561,0.246,0.315,0.413,0.728,0.167,0.312,15,67.55,101.56,93.73,81.15,89.28,78.18,38.93,70.17,71.53,107.75,72.44,77.58,0,0.014,0.229,0,0.755,0,0,0.002,5,0.755,"José Reyes 2017"
"1575","Reyes, José",408314,2018,251,0.189,0.26,0.32,0.58,0.131,0.255,4,72.32,101.29,88.64,74.14,83.81,74.06,36.6,66.42,86.08,93.77,72.73,50.82,0,0.035,0.07,0,0.894,0,0,0.001,5,0.894,"José Reyes 2018"
"1576","Lagares, Juan",501571,2015,465,0.259,0.289,0.358,0.647,0.099,0.28,6,95.34,43.28,99.03,84.79,87.05,88.44,30,117.08,84.41,119.98,92.81,46.41,0.003,0.109,0.784,0,0.099,0,0,0.005,3,0.784,"Juan Lagares 2015"
"1577","Lagares, Juan",501571,2017,272,0.25,0.296,0.365,0.661,0.115,0.287,3,98.7,58.2,91.37,79.74,84.05,83.21,29.95,94.81,93.99,113.94,83.41,32,0,0.286,0.372,0,0.338,0,0,0.003,3,0.372,"Juan Lagares 2017"
"1578","Lagares, Juan",501571,2019,285,0.213,0.279,0.326,0.605,0.113,0.258,5,119.5,88.23,83.76,68.06,77.83,80.86,40.94,91.23,85.72,117.57,99.67,46.22,0,0.875,0.048,0,0.075,0,0,0.002,2,0.875,"Juan Lagares 2019"
"1579","Lagares, Juan",501571,2021,327,0.236,0.266,0.372,0.638,0.136,0.274,6,103.92,41.67,98.37,88.94,87.08,92.13,79.39,107.93,92.51,122.98,92.15,53.78,0.012,0.179,0.765,0,0.035,0,0,0.008,3,0.765,"Juan Lagares 2021"
"1580","Soto, Juan",665742,2018,494,0.292,0.406,0.517,0.923,0.225,0.392,22,93.31,184.16,106.04,117.79,116.33,112.43,137.94,115.35,111.02,66.1,79.32,142.03,0.219,0,0.001,0.135,0,0.003,0.38,0.262,7,0.38,"Juan Soto 2018"
"1581","Soto, Juan",665742,2019,659,0.282,0.401,0.548,0.949,0.266,0.394,34,90.88,187.91,113.14,131.78,125.33,120.89,157.38,126.77,92.72,70.19,108.1,135.91,0.027,0,0,0.93,0,0,0.039,0.004,4,0.93,"Juan Soto 2019"
"1582","Soto, Juan",665742,2021,654,0.313,0.465,0.534,0.999,0.221,0.42,29,63.6,250,122.96,129.95,132.47,117.33,157.6,132.59,82.42,44.13,101.21,129.98,0,0,0,0.931,0,0,0.068,0.001,4,0.931,"Juan Soto 2021"
"1583","Soto, Juan",665742,2022,664,0.242,0.401,0.452,0.853,0.21,0.376,27,65.64,248.13,109.95,127.45,128.78,110.38,157.96,121.88,78.29,58.71,83.16,139.22,0.005,0,0,0.514,0,0,0.468,0.013,4,0.514,"Juan Soto 2022"
"1584","Soto, Juan",665742,2023,708,0.275,0.41,0.519,0.929,0.244,0.395,35,81.09,215.29,113.72,128.86,126.45,117.46,153.81,138.33,81.52,57.88,91.14,152.14,0.005,0,0,0.925,0,0,0.068,0.002,4,0.925,"Juan Soto 2023"
"1585","Uribe, Juan",346874,2015,397,0.253,0.32,0.417,0.737,0.164,0.319,14,102.99,109.48,94.63,94.77,96.23,95.3,100.6,103.69,102.36,101.92,112.87,126.84,0.231,0.152,0.193,0,0.002,0.009,0.004,0.41,8,0.41,"Juan Uribe 2015"
"1586","Uribe, Juan",346874,2016,259,0.206,0.259,0.332,0.591,0.126,0.256,7,92.8,69.18,104.7,100.41,100.54,100.28,111.2,105.73,93.78,108.44,93.14,85.01,0.277,0.016,0.603,0,0.004,0,0.026,0.075,3,0.603,"Juan Uribe 2016"
"1587","Yepez, Juan",660766,2022,274,0.253,0.296,0.447,0.743,0.194,0.319,12,100.96,70.89,89.29,100.23,91.85,93.36,117.2,86.65,93.83,126.64,104.07,149.95,0.177,0.276,0.486,0,0.005,0.001,0.001,0.053,3,0.486,"Juan Yepez 2022"
"1588","Rodríguez, Julio",677594,2022,560,0.284,0.345,0.509,0.854,0.225,0.366,28,117.26,86.79,104.99,117.02,108.23,117.52,166.88,130.36,114.56,114.36,115.47,171.19,0.949,0,0,0.015,0,0.03,0.001,0.004,1,0.949,"Julio Rodríguez 2022"
"1589","Rodríguez, Julio",677594,2023,714,0.275,0.333,0.485,0.818,0.21,0.347,32,109.16,76.39,109.71,113.77,106.92,113.5,140.8,130.07,95.29,130.39,112.14,137.93,0.982,0,0.006,0.001,0,0.002,0.005,0.004,1,0.982,"Julio Rodríguez 2023"
"1590","Kang, Jung Ho",628356,2015,467,0.287,0.355,0.461,0.816,0.174,0.356,15,108.09,76.38,111.8,118.21,114.27,117,169.43,135.14,114.33,79.08,124.91,115.53,0.886,0,0.001,0.063,0,0.021,0.012,0.018,1,0.886,"Jung Ho Kang 2015"
"1591","Kang, Jung Ho",628356,2016,370,0.255,0.354,0.513,0.867,0.258,0.369,21,105.08,115.69,98.77,114.79,112.37,111.31,126.43,112.21,112.79,78.2,104.13,178.53,0.76,0,0.003,0.018,0,0.036,0.027,0.156,1,0.76,"Jung Ho Kang 2016"
"1592","Profar, Jurickson",595777,2016,307,0.239,0.321,0.338,0.659,0.099,0.295,5,97.72,116.89,92.45,76.45,89.65,82.81,42.65,80.63,67.17,88.63,94.19,51.23,0,0.192,0.26,0,0.499,0,0,0.048,5,0.499,"Jurickson Profar 2016"
